"# Raw surface EMG excerpt, Santuz et al. 2021, CC BY 4.0"
# source,https://doi.org/10.5281/zenodo.5171823
# trial,ID0001_M_YOUNG_TW_01
# sampling_rate_hz,1000
# units,millivolt
# touchdown_s,0.6990;1.7410;2.7830;3.8240;4.8830;5.9240;6.9580;7.9990
# regenerate,python scripts/extract_emg_demo.py
time_s,ta_mv,gm_mv,rf_mv
3.92400,0.009205,0.015357,0.034947
3.92500,-0.018965,0.021023,0.021023
3.92600,0.007100,0.011148,0.006615
3.92700,-0.033050,0.005481,0.001758
3.92800,-0.007147,0.021023,-0.010546
3.92900,-0.011842,0.016976,0.002567
3.93000,-0.012327,0.009205,-0.020260
3.93100,-0.022527,0.005481,-0.012004
3.93200,-0.021555,0.006453,-0.000023
3.93300,-0.006823,0.004024,0.000948
3.93400,-0.014432,0.000301,0.012443
3.93500,-0.018156,0.001434,0.000786
3.93600,-0.000347,0.008881,-0.012975
3.93700,-0.015403,0.004834,0.007262
3.93800,-0.000023,0.002729,0.001272
3.93900,-0.014432,-0.000023,0.020214
3.94000,-0.002775,-0.031107,0.037861
3.94100,-0.004071,-0.040174,0.051460
3.94200,-0.015080,0.008395,0.013252
3.94300,0.006453,-0.001318,0.005967
3.94400,0.002729,-0.006985,-0.016213
3.94500,0.009367,0.002405,-0.015403
3.94600,-0.005851,-0.011194,-0.009251
3.94700,-0.017670,-0.006337,0.008072
3.94800,-0.008280,-0.007147,0.006129
3.94900,-0.016537,-0.013137,0.010986
3.95000,-0.031107,0.004348,0.036080
3.95100,-0.015080,-0.007470,0.045470
3.95200,-0.010385,-0.005690,0.002567
3.95300,-0.002614,0.009691,-0.026898
3.95400,0.005319,-0.002290,-0.013784
3.95500,0.010986,-0.005204,-0.006499
3.95600,0.015843,-0.016860,-0.003585
3.95700,-0.002614,-0.011032,0.006453
3.95800,-0.020584,-0.013137,-0.006985
3.95900,-0.027060,-0.003423,0.007262
3.96000,-0.011842,-0.004233,0.023128
3.96100,-0.012813,-0.003099,0.021671
3.96200,-0.009413,0.020862,-0.006823
3.96300,0.007748,0.036242,-0.002937
3.96400,0.008881,0.038346,-0.000833
3.96500,0.008557,0.023938,-0.000509
3.96600,0.007100,-0.043573,-0.009089
3.96700,0.004672,-0.061544,-0.012651
3.96800,-0.031593,-0.023498,-0.013137
3.96900,-0.030784,-0.000023,-0.006499
3.97000,-0.009575,-0.014432,-0.005528
3.97100,0.006938,0.001758,-0.006823
3.97200,-0.005690,0.010176,-0.011518
3.97300,-0.016860,0.007910,-0.006013
3.97400,-0.001966,0.012929,-0.007632
3.97500,-0.025603,0.020538,-0.000185
3.97600,-0.029326,0.004672,0.011148
3.97700,-0.002452,-0.022041,0.012605
3.97800,0.001434,-0.023984,0.006453
3.97900,0.027175,-0.011356,0.004834
3.98000,0.013576,-0.021394,0.003862
3.98100,0.006776,-0.012975,0.002729
3.98200,0.011310,0.019081,0.002891
3.98300,-0.007794,0.010986,-0.012651
3.98400,0.004672,0.009205,-0.031917
3.98500,0.001110,0.008719,-0.010708
3.98600,-0.003099,-0.018479,-0.017994
3.98700,-0.000347,-0.033698,-0.023984
3.98800,-0.000671,-0.011842,-0.002128
3.98900,0.003215,0.012929,-0.004880
3.99000,0.004024,0.059717,-0.016051
3.99100,0.001596,0.054536,-0.009089
3.99200,0.004348,0.013090,-0.009413
3.99300,0.010986,-0.057497,0.001110
3.99400,-0.030136,-0.094247,-0.010708
3.99500,-0.000833,-0.078705,-0.012489
3.99600,-0.004233,-0.053287,-0.004880
3.99700,0.000624,-0.017508,-0.010385
3.99800,0.015195,0.021023,-0.026898
3.99900,-0.005690,0.006129,-0.019613
4.00000,0.016166,0.017462,-0.009413
4.00100,0.006129,0.011957,0.008557
4.00200,0.016166,-0.020908,-0.004394
4.00300,0.006291,-0.003261,-0.000995
4.00400,0.022642,-0.013137,0.008072
4.00500,0.013090,0.016652,-0.001804
4.00600,0.013900,0.012443,-0.008927
4.00700,0.012605,0.015681,0.013414
4.00800,0.018271,0.005967,0.003539
4.00900,0.010014,-0.008118,0.001596
4.01000,-0.003099,-0.000023,0.013576
4.01100,0.010176,0.012605,0.024909
4.01200,0.005805,0.012929,0.021671
4.01300,0.008557,-0.004880,0.004348
4.01400,0.026528,-0.015403,-0.011356
4.01500,0.014871,-0.011518,-0.012975
4.01600,0.024423,-0.013623,-0.014432
4.01700,0.011471,-0.004394,0.002891
4.01800,0.007100,0.008234,0.010986
4.01900,0.008881,0.004996,-0.000347
4.02000,0.002567,-0.025441,-0.011680
4.02100,0.023290,-0.042440,-0.009575
4.02200,0.014871,0.003539,-0.025117
4.02300,0.009043,0.039318,-0.004071
4.02400,-0.001480,-0.001318,-0.016051
4.02500,0.002891,-0.020260,-0.007956
4.02600,-0.000995,-0.066725,0.005643
4.02700,-0.005851,-0.133588,0.004024
4.02800,0.014062,-0.124036,0.003539
4.02900,0.024585,-0.092142,0.004024
4.03000,-0.000509,-0.004718,0.003539
4.03100,0.002081,0.173368,0.003539
4.03200,0.005967,0.194577,0.015357
4.03300,0.003862,0.029766,0.007100
4.03400,0.011795,0.103915,0.000139
4.03500,0.004510,0.068297,0.016166
4.03600,-0.021232,-0.002452,0.013090
4.03700,-0.001642,0.004834,0.022642
4.03800,0.013252,-0.050211,0.019404
4.03900,0.001596,-0.047621,0.006453
4.04000,0.032032,-0.129379,0.005481
4.04100,0.020376,-0.135207,0.015519
4.04200,0.016328,-0.114808,0.006291
4.04300,0.005481,0.031709,0.003377
4.04400,-0.000995,0.036404,-0.003747
4.04500,-0.015241,0.015681,-0.003261
4.04600,-0.009899,0.207205,0.012767
4.04700,0.010500,0.071697,0.010662
4.04800,0.023776,-0.025279,0.005158
4.04900,0.020052,-0.093600,0.010824
4.05000,-0.017508,-0.192842,0.010176
4.05100,-0.013946,-0.125169,0.010662
4.05200,-0.022689,-0.128407,0.002243
4.05300,0.020538,0.003862,0.001920
4.05400,0.001272,0.267268,0.008557
4.05500,0.013738,0.144227,0.012443
4.05600,-0.015241,-0.066563,0.005643
4.05700,-0.034022,0.094525,0.001272
4.05800,-0.021394,0.089020,0.023452
4.05900,-0.032564,0.111200,-0.002452
4.06000,0.013414,-0.003909,0.010824
4.06100,0.014871,0.003215,0.019890
4.06200,0.014548,0.028147,0.020862
4.06300,0.008719,0.093715,0.014224
4.06400,0.010500,0.149731,0.007748
4.06500,-0.005851,0.034299,-0.009413
4.06600,-0.007470,-0.047297,0.016328
4.06700,-0.021555,-0.121284,0.012281
4.06800,-0.029650,0.045146,0.004834
4.06900,0.001596,0.031223,-0.000023
4.07000,-0.006337,-0.027546,0.005967
4.07100,0.014548,0.009205,0.004672
4.07200,-0.009413,0.040937,0.013900
4.07300,-0.007794,0.113628,0.008234
4.07400,0.003377,0.034299,0.012281
4.07500,-0.004233,-0.039040,0.009043
4.07600,-0.033698,-0.119503,0.013090
4.07700,-0.008927,-0.135045,0.008395
4.07800,-0.005690,-0.057820,0.003539
4.07900,-0.034022,-0.043573,-0.002775
4.08000,0.012767,0.123990,0.003053
4.08100,-0.012813,-0.020422,-0.002290
4.08200,0.012443,-0.214374,0.008234
4.08300,0.001920,-0.057820,-0.011518
4.08400,-0.012975,-0.070772,0.006129
4.08500,0.006776,0.190691,0.000139
4.08600,-0.014270,0.204290,0.013090
4.08700,-0.003423,-0.161272,0.003700
4.08800,-0.006337,-0.189604,0.004348
4.08900,-0.001318,-0.146378,0.001758
4.09000,0.007586,-0.063001,0.002891
4.09100,-0.005851,0.087887,-0.004394
4.09200,-0.006013,0.197815,0.022319
4.09300,-0.012327,0.012605,-0.008766
4.09400,-0.007147,-0.125493,-0.014594
4.09500,0.005319,-0.107523,-0.011032
4.09600,-0.009089,0.085782,-0.006013
4.09700,-0.009899,0.264030,0.003053
4.09800,-0.023498,0.121561,-0.003585
4.09900,0.000786,0.090153,-0.004394
4.10000,0.002243,-0.089876,-0.000995
4.10100,-0.010708,-0.060087,-0.002128
4.10200,0.009367,-0.019289,0.001434
4.10300,-0.009575,0.055184,-0.000671
4.10400,-0.000347,0.073316,-0.006499
4.10500,-0.003909,-0.045192,-0.009413
4.10600,-0.010223,0.041584,-0.005851
4.10700,0.018919,0.006776,0.005481
4.10800,-0.006175,0.074287,-0.004556
4.10900,-0.004071,0.057126,0.005805
4.11000,0.005319,0.082058,-0.005528
4.11100,-0.003261,0.031385,-0.008118
4.11200,-0.001642,-0.008927,0.002891
4.11300,-0.002937,-0.069801,-0.003585
4.11400,0.004672,-0.105094,-0.009251
4.11500,0.005643,-0.034993,-0.005366
4.11600,-0.009251,-0.006985,-0.001480
4.11700,-0.031917,0.085135,-0.003261
4.11800,0.004834,0.036565,-0.001966
4.11900,-0.008766,-0.152368,0.001596
4.12000,-0.001966,-0.024470,-0.005366
4.12100,0.002081,0.114923,-0.001480
4.12200,-0.000023,-0.041145,0.001110
4.12300,-0.017832,0.064088,0.001920
4.12400,-0.011194,0.061012,0.001110
4.12500,-0.009089,0.045146,-0.014270
4.12600,0.005805,-0.005204,-0.002614
4.12700,0.008881,-0.128245,-0.001480
4.12800,0.001110,-0.146216,0.002567
4.12900,0.000301,-0.214536,0.001596
4.13000,-0.000671,-0.094247,-0.008118
4.13100,-0.003423,0.167540,-0.014270
4.13200,0.000948,0.032842,0.010662
4.13300,0.005481,-0.197861,-0.010546
4.13400,-0.009899,-0.071096,0.004834
4.13500,-0.002614,-0.100399,0.002243
4.13600,-0.014432,-0.083076,-0.000185
4.13700,0.000624,0.016814,0.000624
4.13800,0.008072,-0.009575,-0.008442
4.13900,0.005319,0.152807,0.003053
4.14000,-0.010385,0.082058,0.006776
4.14100,0.002405,-0.144759,0.016490
4.14200,0.018595,-0.122417,0.016814
4.14300,0.022804,-0.021879,0.014871
4.14400,0.023938,0.118647,0.001434
4.14500,0.012443,0.063764,0.009205
4.14600,-0.001642,0.211090,-0.009737
4.14700,-0.000023,0.111038,-0.008604
4.14800,-0.019775,-0.172119,-0.013461
4.14900,-0.023984,-0.041954,-0.004071
4.15000,0.006776,-0.065591,-0.000023
4.15100,0.000139,0.170778,0.005319
4.15200,-0.006013,0.112009,0.007586
4.15300,-0.007147,-0.078381,0.020862
4.15400,0.001272,-0.058792,0.000463
4.15500,-0.026250,0.183244,-0.016699
4.15600,-0.021879,0.252212,-0.025117
4.15700,0.010986,-0.010708,-0.009737
4.15800,0.007910,0.005643,-0.010546
4.15900,0.015195,-0.068991,-0.003585
4.16000,0.032518,0.031385,-0.002452
4.16100,0.013900,0.147950,-0.005528
4.16200,0.007910,-0.032888,0.014062
4.16300,-0.006661,-0.017994,0.001272
4.16400,-0.007147,0.050812,-0.002290
4.16500,0.002567,0.017947,0.008719
4.16600,0.015681,0.012605,-0.001156
4.16700,0.021833,0.036242,0.005805
4.16800,0.006938,0.008557,-0.002290
4.16900,-0.003099,-0.037907,0.012443
4.17000,-0.010223,0.010986,-0.001966
4.17100,0.002729,-0.015403,0.011633
4.17200,0.002891,-0.054097,0.009205
4.17300,-0.017832,-0.035802,-0.006175
4.17400,-0.004556,0.011633,0.003377
4.17500,0.005805,0.046117,0.013414
4.17600,-0.013299,0.033651,0.004024
4.17700,-0.013623,0.021347,-0.000671
4.17800,-0.011194,-0.078543,0.002405
4.17900,-0.004071,-0.176005,-0.006823
4.18000,0.003700,-0.161272,-0.000509
4.18100,0.021509,-0.022041,-0.003099
4.18200,0.028794,0.029766,-0.005204
4.18300,0.019404,-0.125979,0.000301
4.18400,0.003215,0.002567,0.009691
4.18500,-0.023984,0.255126,-0.001318
4.18600,-0.009737,-0.027869,0.014709
4.18700,0.007424,-0.058306,0.010338
4.18800,-0.001804,0.032194,0.012119
4.18900,-0.002937,-0.071582,0.004024
4.19000,-0.004880,-0.049402,0.000301
4.19100,0.009529,-0.272981,-0.012813
4.19200,0.013090,-0.297751,-0.024793
4.19300,0.010824,-0.133750,-0.029650
4.19400,0.004996,-0.042602,-0.029488
4.19500,0.011148,0.029766,-0.008766
4.19600,0.007586,0.037861,-0.007794
4.19700,0.006938,-0.181348,0.002891
4.19800,-0.013299,-0.102828,0.024099
4.19900,-0.020422,0.267916,0.037051
4.20000,0.011310,0.346112,-0.002937
4.20100,0.013576,0.053888,-0.021070
4.20200,0.018757,-0.149778,-0.013623
4.20300,-0.007632,-0.202880,0.001920
4.20400,-0.043735,-0.164025,0.011957
4.20500,-0.050697,0.017947,0.023452
4.20600,-0.005690,0.163007,0.036404
4.20700,0.026528,0.411033,0.038994
4.20800,0.017138,0.219185,0.044175
4.20900,0.029280,0.232299,0.011471
4.21000,0.020538,0.154103,0.004996
4.21100,0.013252,-0.011194,0.040127
4.21200,0.008557,0.019404,0.026690
4.21300,0.013252,-0.061544,0.029604
4.21400,0.012767,0.017462,0.013576
4.21500,-0.005042,-0.065753,-0.010385
4.21600,-0.001480,-0.038555,-0.017670
4.21700,0.003377,-0.102018,-0.008118
4.21800,-0.034345,-0.186366,-0.005690
4.21900,-0.047945,-0.061058,-0.017184
4.22000,-0.041631,0.176768,-0.015080
4.22100,-0.019127,0.158636,-0.004233
4.22200,0.014709,0.120590,0.000463
4.22300,0.028309,0.115571,0.002567
4.22400,0.031547,-0.016860,-0.005528
4.22500,-0.002775,0.012119,0.000948
4.22600,-0.005042,-0.159168,-0.001318
4.22700,-0.002937,-0.320255,0.003053
4.22800,0.003053,-0.474057,0.011795
4.22900,0.006615,-0.413022,-0.011842
4.23000,-0.004556,-0.326083,0.003700
4.23100,0.001596,-0.374005,0.001596
4.23200,-0.012327,0.380758,0.000948
4.23300,-0.008442,0.485829,-0.000509
4.23400,0.011148,0.169159,-0.003909
4.23500,0.014548,0.214814,-0.002775
4.23600,-0.010870,-0.181024,0.009691
4.23700,-0.039040,-0.334988,0.008557
4.23800,-0.028355,-0.143626,0.016814
4.23900,-0.022041,0.365378,0.001272
4.24000,-0.006823,0.525979,-0.000509
4.24100,0.004348,0.044984,0.005319
4.24200,0.015357,0.044660,0.011795
4.24300,0.041260,0.139694,0.002405
4.24400,0.019081,-0.145406,-0.000185
4.24500,-0.014270,-0.192357,-0.003261
4.24600,-0.014918,-0.271038,-0.001318
4.24700,-0.039364,-0.082105,-0.003909
4.24800,-0.063649,0.456202,0.001434
4.24900,-0.004394,0.254802,0.001272
4.25000,0.028794,0.111847,-0.001480
4.25100,0.017462,0.092906,-0.004880
4.25200,0.019566,-0.138931,-0.002937
4.25300,0.010986,-0.136826,0.003215
4.25400,0.010176,-0.187985,0.003053
4.25500,-0.013137,0.079954,0.007424
4.25600,0.011633,0.080278,0.007262
4.25700,0.005805,0.122695,-0.004233
4.25800,-0.015889,0.020538,0.007262
4.25900,-0.019613,0.014224,-0.005690
4.26000,-0.011194,0.114276,0.010176
4.26100,-0.004556,-0.021555,0.006453
4.26200,-0.008604,-0.091819,0.013900
4.26300,-0.017346,-0.212756,0.002243
4.26400,-0.008604,-0.075305,0.025880
4.26500,0.008881,0.054698,-0.011194
4.26600,0.008881,0.126742,0.002243
4.26700,0.024423,0.094363,0.003539
4.26800,0.040451,0.165921,0.002081
4.26900,0.033004,0.110390,0.003377
4.27000,-0.010061,0.026366,-0.005851
4.27100,-0.029650,-0.067210,-0.013784
4.27200,-0.000509,-0.188957,-0.004394
4.27300,-0.015727,-0.166453,0.000786
4.27400,0.007262,-0.174386,-0.006661
4.27500,0.008395,-0.441516,-0.009251
4.27600,-0.002614,-0.683552,0.003215
4.27700,-0.007632,-0.387928,-0.010385
4.27800,-0.035640,-0.231697,-0.001642
4.27900,-0.045678,0.334779,-0.001156
4.28000,-0.032888,0.647888,-0.012165
4.28100,0.001110,0.252860,0.000301
4.28200,0.019404,0.202348,0.001758
4.28300,-0.000347,0.096305,-0.001642
4.28400,0.012443,0.211576,-0.001318
4.28500,-0.001480,0.094039,-0.002937
4.28600,-0.008280,0.058907,-0.007470
4.28700,0.009205,0.071049,0.004348
4.28800,0.008395,-0.000509,0.009043
4.28900,0.027823,0.009205,0.000463
4.29000,0.014386,0.055345,-0.001642
4.29100,0.011471,-0.035802,-0.005851
4.29200,0.008881,-0.259867,0.022319
4.29300,-0.016375,0.090963,0.023938
4.29400,-0.024146,0.084163,0.044984
4.29500,-0.000833,-0.118208,0.046279
4.29600,0.024585,0.005158,0.005805
4.29700,0.028147,0.047736,-0.017832
4.29800,0.006453,0.072668,-0.039850
4.29900,0.001920,0.061821,-0.034507
4.30000,0.002891,-0.087771,-0.041145
4.30100,-0.017184,-0.033698,-0.027869
4.30200,-0.013623,0.015519,-0.040012
4.30300,-0.005366,-0.046326,-0.000023
4.30400,0.001434,-0.094571,-0.000833
4.30500,-0.007147,-0.154958,-0.015565
4.30600,0.011633,-0.099590,-0.029650
4.30700,-0.003909,-0.015889,-0.034022
4.30800,-0.034669,-0.087933,-0.008927
4.30900,-0.019775,-0.108656,0.027337
4.31000,-0.003099,0.087725,0.038832
4.31100,0.035108,0.144389,-0.039688
4.31200,0.045146,0.136941,-0.104932
4.31300,0.044660,0.002081,-0.099428
4.31400,0.023938,-0.082752,-0.066401
4.31500,0.011148,-0.109951,-0.032403
4.31600,-0.015403,-0.075143,0.027499
4.31700,-0.011842,-0.031755,0.114276
4.31800,-0.027060,0.057288,0.095334
4.31900,-0.022365,0.072021,0.050165
4.32000,-0.009413,-0.012975,-0.003585
4.32100,-0.029974,-0.020908,-0.079191
4.32200,0.000463,-0.118370,-0.076438
4.32300,-0.007956,-0.123874,-0.022203
4.32400,-0.018156,0.047898,0.034623
4.32500,-0.023174,0.203805,0.052108
4.32600,0.008234,0.038184,0.075744
4.32700,0.005158,0.046441,0.101000
4.32800,-0.009899,-0.016699,0.105210
4.32900,-0.014270,-0.030945,0.089506
4.33000,-0.022689,0.041746,0.053888
4.33100,-0.005042,-0.011518,0.038670
4.33200,-0.008927,0.033489,-0.012004
4.33300,0.004996,-0.055392,-0.049078
4.33400,0.001596,-0.001480,-0.036288
4.33500,-0.006175,0.004186,-0.009413
4.33600,-0.017346,0.034137,-0.004394
4.33700,-0.006013,0.023128,-0.002290
4.33800,-0.005528,0.008881,0.003377
4.33900,-0.001318,0.040127,0.005967
4.34000,0.029280,0.019566,-0.005690
4.34100,0.021671,-0.040497,0.009205
4.34200,0.016166,-0.083238,-0.008604
4.34300,-0.031431,-0.070610,-0.013299
4.34400,-0.036936,0.012929,-0.006823
4.34500,-0.012327,0.037051,-0.006985
4.34600,0.013576,-0.018965,-0.005204
4.34700,0.039803,0.068945,0.001272
4.34800,0.027823,0.034299,-0.005366
4.34900,0.025556,-0.017994,0.004348
4.35000,0.009043,-0.033536,0.007262
4.35100,0.004024,-0.045516,0.010176
4.35200,-0.016860,-0.057497,-0.002937
4.35300,-0.028355,-0.017508,-0.004880
4.35400,-0.023174,0.035918,-0.001480
4.35500,-0.000671,0.001758,-0.003909
4.35600,0.014709,0.005967,0.005805
4.35700,-0.002937,0.001110,0.019081
4.35800,-0.013623,-0.005366,-0.006823
4.35900,-0.026574,0.001920,0.008557
4.36000,0.008395,-0.027384,-0.005204
4.36100,0.010986,-0.012165,0.000301
4.36200,0.004024,0.016652,-0.006175
4.36300,0.008395,0.005967,-0.001804
4.36400,-0.004233,-0.017994,-0.021879
4.36500,0.005158,-0.012004,-0.006661
4.36600,0.011310,0.017462,-0.005366
4.36700,0.004510,0.009853,-0.007794
4.36800,-0.000185,0.004996,-0.020098
4.36900,0.000948,0.000624,-0.009251
4.37000,0.000463,-0.001156,-0.006823
4.37100,0.002081,0.013414,-0.007794
4.37200,-0.010546,0.026204,-0.005366
4.37300,-0.005690,0.018109,-0.000023
4.37400,-0.000347,0.007262,0.013738
4.37500,-0.003423,0.005805,0.001272
4.37600,0.008557,-0.032241,0.007424
4.37700,-0.018156,-0.008118,-0.011680
4.37800,-0.001642,0.027661,-0.008442
4.37900,0.010662,0.008234,-0.000671
4.38000,-0.002128,-0.004233,-0.007794
4.38100,-0.022203,-0.002614,0.002891
4.38200,0.000948,0.005805,0.008234
4.38300,0.008072,0.008557,-0.014756
4.38400,0.000139,-0.019127,-0.014108
4.38500,0.001758,-0.019127,-0.015889
4.38600,0.016652,0.007262,-0.009575
4.38700,0.013090,0.005643,-0.003099
4.38800,0.019081,-0.000347,-0.003099
4.38900,0.006615,0.004024,-0.008280
4.39000,0.004186,-0.002128,0.004024
4.39100,0.015681,0.007100,0.003215
4.39200,-0.001480,0.001596,0.001758
4.39300,-0.003747,-0.004880,0.004834
4.39400,0.007424,-0.001642,0.001758
4.39500,-0.001804,0.002567,0.010824
4.39600,-0.000995,-0.004394,0.019890
4.39700,-0.007309,-0.008118,0.014709
4.39800,-0.006175,-0.007147,0.004510
4.39900,-0.004071,-0.004233,0.008881
4.40000,0.001434,0.012281,0.010662
4.40100,-0.003909,0.014386,0.011633
4.40200,0.001920,-0.001966,0.017624
4.40300,-0.009575,0.003700,-0.007632
4.40400,0.001110,0.002405,-0.012004
4.40500,0.003700,-0.000995,0.003700
4.40600,-0.002128,0.001758,0.024423
4.40700,0.012605,0.003053,0.015033
4.40800,0.013900,0.001596,0.021347
4.40900,0.008395,0.001596,0.044660
4.41000,-0.005366,0.006129,0.014386
4.41100,0.005643,0.008072,-0.033212
4.41200,-0.000185,-0.009413,-0.075953
4.41300,0.001272,-0.018803,-0.103961
4.41400,-0.009413,-0.009413,-0.108656
4.41500,-0.012489,0.007262,-0.094085
4.41600,-0.007470,0.005967,-0.056363
4.41700,0.007424,0.005481,0.053403
4.41800,-0.015565,0.012119,0.086915
4.41900,0.010176,-0.000671,0.019404
4.42000,-0.001804,-0.002614,-0.058630
4.42100,0.014386,0.002243,-0.111084
4.42200,0.013090,0.006776,-0.073848
4.42300,-0.005690,-0.003423,-0.111894
4.42400,0.006129,-0.005204,-0.114808
4.42500,-0.004394,0.004996,-0.018479
4.42600,0.006129,0.002081,0.029766
4.42700,-0.013623,-0.003747,0.048546
4.42800,0.011957,0.004024,0.047736
4.42900,-0.001318,-0.006175,-0.029326
4.43000,0.005643,0.009529,-0.083238
4.43100,-0.003909,-0.004394,-0.167910
4.43200,-0.013299,-0.002128,-0.048754
4.43300,0.004996,0.000786,0.025071
4.43400,0.001434,-0.003423,0.084325
4.43500,-0.000509,-0.002452,0.081573
4.43600,-0.013461,0.003215,0.093715
4.43700,0.000301,0.003700,0.125771
4.43800,0.006615,0.004834,0.123828
4.43900,-0.012327,-0.000995,0.103591
4.44000,0.011148,0.007586,0.080278
4.44100,0.022804,0.007424,0.090801
4.44200,0.011957,-0.003909,0.115085
4.44300,0.007424,0.001920,0.078659
4.44400,-0.009413,-0.007794,0.105372
4.44500,0.006291,-0.002290,0.092582
4.44600,-0.001804,-0.000671,0.095496
4.44700,0.002567,-0.015080,0.070240
4.44800,-0.000023,-0.006013,0.055831
4.44900,0.001596,-0.001480,0.021671
4.45000,-0.003909,-0.000671,0.012119
4.45100,-0.002290,-0.007147,-0.012327
4.45200,-0.012004,-0.000671,-0.034345
4.45300,-0.008118,0.004834,-0.036126
4.45400,-0.026250,0.002405,-0.019775
4.45500,-0.036774,0.000948,-0.014108
4.45600,-0.027708,-0.006499,0.005158
4.45700,-0.034183,0.003377,-0.012165
4.45800,-0.046164,-0.001642,-0.014756
4.45900,-0.027222,-0.013946,-0.013946
4.46000,0.033166,-0.006337,-0.010385
4.46100,0.044822,0.001434,-0.019775
4.46200,0.044984,0.000948,-0.008118
4.46300,0.040451,-0.002128,-0.012165
4.46400,0.032194,-0.000023,-0.022365
4.46500,0.061336,0.009205,-0.006499
4.46600,0.120104,0.006776,-0.000833
4.46700,0.010014,0.006453,-0.008927
4.46800,-0.079676,0.001272,0.004024
4.46900,0.058745,-0.011032,-0.009251
4.47000,0.045955,-0.007470,-0.006985
4.47100,0.034461,-0.006823,-0.008280
4.47200,0.131599,0.003862,-0.003099
4.47300,0.063926,0.000301,-0.011680
4.47400,0.063602,-0.000185,-0.013461
4.47500,0.032194,0.014548,-0.013299
4.47600,-0.001966,0.013900,-0.000023
4.47700,-0.059763,0.019404,-0.003585
4.47800,-0.289009,0.014709,-0.006661
4.47900,-0.190252,0.008234,-0.002128
4.48000,0.038832,-0.012165,-0.004071
4.48100,-0.047459,-0.010385,-0.001156
4.48200,0.003215,-0.016699,0.000463
4.48300,-0.038555,-0.013137,-0.011680
4.48400,-0.072715,-0.017670,0.005319
4.48500,0.020538,-0.019775,-0.015889
4.48600,0.014548,-0.009899,-0.003099
4.48700,-0.045678,-0.000671,-0.010546
4.48800,-0.076277,0.020052,-0.000833
4.48900,-0.042440,0.029928,-0.012489
4.49000,-0.226517,0.027661,-0.010385
4.49100,-0.154796,0.007910,-0.013623
4.49200,0.022642,0.005481,-0.002290
4.49300,-0.039526,-0.000833,-0.005851
4.49400,0.042070,-0.004556,-0.000671
4.49500,0.157340,-0.006175,-0.008604
4.49600,0.047898,-0.010708,-0.008766
4.49700,0.016166,-0.005042,-0.014270
4.49800,0.069269,0.000139,-0.010061
4.49900,0.103915,-0.006175,-0.018318
4.50000,0.214814,-0.007956,-0.015565
4.50100,0.133380,0.001434,-0.007956
4.50200,-0.031107,0.031223,-0.007632
4.50300,-0.094733,0.035594,-0.010708
4.50400,-0.074334,0.003215,-0.008442
4.50500,0.094525,-0.001642,-0.000995
4.50600,0.109581,0.005319,-0.004233
4.50700,-0.008118,0.004672,-0.018156
4.50800,-0.023498,-0.003585,-0.013137
4.50900,-0.137474,-0.015403,-0.008280
4.51000,-0.073848,-0.010546,-0.012975
4.51100,0.036404,-0.000509,-0.000509
4.51200,0.013090,0.005967,-0.008604
4.51300,-0.052802,0.001110,-0.009737
4.51400,-0.105742,0.002405,-0.013784
4.51500,-0.077086,0.002729,0.000463
4.51600,-0.001480,-0.002128,-0.014594
4.51700,0.068135,0.002081,-0.001804
4.51800,-0.010708,0.004672,-0.007470
4.51900,-0.125655,0.002567,0.003700
4.52000,-0.162729,-0.005366,-0.009575
4.52100,-0.081295,-0.002614,-0.002937
4.52200,-0.016213,0.010986,-0.006823
4.52300,-0.061058,0.010824,-0.010061
4.52400,-0.055716,0.008881,-0.015080
4.52500,-0.003261,0.009367,0.001110
4.52600,0.054212,0.012767,-0.001156
4.52700,0.068945,0.009529,-0.012975
4.52800,0.032032,0.024261,-0.007794
4.52900,-0.013946,0.022966,-0.003585
4.53000,0.004996,0.004672,-0.009413
4.53100,0.025880,0.015357,-0.003747
4.53200,0.134513,0.018919,0.001272
4.53300,0.107476,0.016005,0.002243
4.53400,-0.018479,0.006776,-0.008604
4.53500,0.006291,0.003215,0.000624
4.53600,-0.025279,0.021509,0.003215
4.53700,0.002891,0.017300,-0.008604
4.53800,-0.009899,0.007262,0.012443
4.53900,-0.008927,0.009529,-0.000995
4.54000,-0.020584,0.016328,-0.002937
4.54100,-0.018479,0.007424,0.004510
4.54200,0.023452,0.005805,-0.005528
4.54300,0.010500,0.018271,0.000463
4.54400,0.029442,0.005481,-0.005851
4.54500,0.016814,0.007586,0.001920
4.54600,0.025395,0.017624,0.009043
4.54700,0.033813,0.010500,-0.002128
4.54800,0.030252,0.017462,0.002729
4.54900,0.026528,0.016490,-0.010061
4.55000,0.022804,0.012767,0.001596
4.55100,-0.013623,0.002405,0.003539
4.55200,-0.057335,0.006291,0.005805
4.55300,-0.025117,0.012443,-0.000671
4.55400,-0.004718,0.005643,0.000139
4.55500,-0.042926,0.004348,0.000786
4.55600,-0.066401,0.000139,0.013414
4.55700,-0.049078,0.002081,0.003053
4.55800,-0.034993,0.009529,0.005158
4.55900,-0.020746,0.012605,-0.004071
4.56000,-0.001480,0.008557,0.000139
4.56100,0.031385,0.004348,0.006291
4.56200,0.066678,0.015357,-0.001966
4.56300,0.086915,0.006453,0.000948
4.56400,0.023290,-0.001318,0.009691
4.56500,-0.069315,0.000948,-0.001804
